"","ID","label","type","Defs","Pref","label.final","label.nospace"
"5079","obo.HAO_0002008","areola","class","The area on the propodeum that is median and is delimited anteriorly and laterally by carinae.","HAO","areola","areola"
"5080","obo.HAO_0002009","anterior declivity of mesoscutum","class","The area that is located anteriorly on the median mesoscutal lobe and is differently angled from the rest of the median mesoscutal lobe.","HAO","anterior_declivity_of_mesoscutum","anterior_declivity_of_mesoscutum"
"5081","obo.HAO_0002010","dorsal tendon attachment","class","The area that corresponds to the site of insertion of the metaphragmo-second abdominal tergal muscle.","HAO","dorsal_tendon_attachment","dorsal_tendon_attachment"
"5082","obo.HAO_0002011","face","class","The area that is located ventrally of the ventral margin of the antennal foramen, medially of the malar sulcus and the inner orbit and dorsally of the epistomal sulcus.","HAO","face","face"
"5083","obo.HAO_0002012","facial midridge","class","The carina that is median and extends between the torular space and the epistomal sulcus.","HAO","facial_midridge","facial_midridge"
"5084","obo.HAO_0002013","supra-marginal carina","class","The carina that extends laterally on the mesonotum along the mesoscutal suprahumeral sulcus.","HAO","supra-marginal_carina","supra-marginal_carina"
"5085","obo.HAO_0002014","lateral longitudinal carina","class","The carina that is lateral, longitudinal and arises from the anterior margin of the propodeum and extends towards the petiolar foramen.","HAO","lateral_longitudinal_carina","lateral_longitudinal_carina"
"5086","obo.HAO_0002015","lower tooth","class","The apical tooth of the mandible that is located the most distal to the clypeus.","HAO","lower_tooth","lower_tooth"
"5087","obo.HAO_0002016","transfacial sulcus","class","The sulcus that is limited laterally by the intersection of the frontofacial sulcus and the scrobal sulcus.","HAO","transfacial_sulcus","transfacial_sulcus"
"5088","obo.HAO_0002017","upper ocular sulcus","class","The sulcus that is limited medially by the intersection of the frontofacial sulcus and the scrobal sulcus.","HAO","upper_ocular_sulcus","upper_ocular_sulcus"
"5089","obo.HAO_0002018","petiolar lamina","class","The evagination that is located on the posterior margin of the petiole, paired and overlaps the anterior region of the first gastral sternite.","HAO","petiolar_lamina","petiolar_lamina"
"5090","obo.HAO_0002019","postgenal groove","class","The groove that arises from the lateral margin of the postocciput, is curved externally and extends towards the posterior articulation of the mandible.","HAO","postgenal_groove","postgenal_groove"
"5091","obo.HAO_0002020","postgenal lamella","class","The carina that extends along the lateral margin of the postgenal groove.","HAO","postgenal_lamella","postgenal_lamella"
"5092","obo.HAO_0002022","vertical ocellar sulcus","class","The frontal line that is a sulcus.","HAO","vertical_ocellar_sulcus","vertical_ocellar_sulcus"
"5093","obo.HAO_0002023","gastral sternum","class","The strenum that is located in the gaster.","HAO","gastral_sternum","gastral_sternum"
"5094","obo.HAO_0002024","gastral tergum","class","The tergum that is located in the gaster.","HAO","gastral_tergum","gastral_tergum"
"5095","obo.HAO_0002025","lateral panel of pronotum","class","The area that is concave and is located ventrally of the level of the anterior thoracic spiracle.","HAO","lateral_panel_of_pronotum","lateral_panel_of_pronotum"
"5096","obo.HAO_0002026","horn of T1","class","The area that is located anteriorly on mediotergum 1, is raised and contains the proximal part of the retracted ovipositor","HAO","horn_of_T1","horn_of_T1"
"5097","obo.HAO_0002027","mid ocellar diameter","class","The diameter of the median ocellus.","HAO","mid_ocellar_diameter","mid_ocellar_diameter"
"5098","obo.HAO_0002028","posterior mesoscutellar ridge","class","The ridge that delimits posteriorly the pulsatory organ of the mesoscutellum.","HAO","posterior_mesoscutellar_ridge","posterior_mesoscutellar_ridge"
"5099","obo.HAO_0002029","antennal sclerite","class","The sclerite that is ring-like and is part of the antenna.","HAO","antennal_sclerite","antennal_sclerite"
"5100","obo.HAO_0002030","cercal plate","class","The sclerite that is one of a pair of sclerites located apically on the abdomen and bears the cercus.","HAO","cercal_plate","cercal_plate"
"5101","obo.HAO_0002031","cercal seta","class","The seta that is on the cercus.","HAO","cercal_seta","cercal_seta"
"5102","obo.HAO_0002032","cercus","class","The setiferous patch that is one of a pair of patches located posteriorly of the anterior margin of abdominal tergum 9.","HAO","cercus","cercus"
"5103","obo.HAO_0002034","distodorsal submedian notch of gonostyle/volsella complex","class","The notch that is located submedially on the proximodorsal margin of the gonostyle/volsella complex and accommodates the gonossiculus when it is pivotted proximodorsally presumably by the contraction of gonosiculal muscles.","HAO","distodorsal_submedian_notch_of_gonostyle/volsella_complex","distodorsal_submedian_notch_of_gonostyle/volsella_complex"
"5104","obo.HAO_0002035","distolateral projection of the harpe","class","The projection that is located distolaterally on the harpe.","HAO","distolateral_projection_of_the_harpe","distolateral_projection_of_the_harpe"
"5105","obo.HAO_0002036","dorsal apodeme of penisvalva","class","The apodeme that is located proximodorsally on the aedeagus and is the site of insertion of the distodorsal gonostyle/volsella complex-penisvalval muscle.","HAO","dorsal_apodeme_of_penisvalva","dorsal_apodeme_of_penisvalva"
"5106","obo.HAO_0002037","dorsal submedian impression of cupula","class","The impression that is located dorsolaterally on the cupula and corresponds to the site of origin of the lateral cupulo-gonostipal muscle.","HAO","dorsal_submedian_impression_of_cupula","dorsal_submedian_impression_of_cupula"
"5107","obo.HAO_0002039","dorsomedian apodeme of the aedeagus","class","The apodeme that is median and is oriented proximally.","HAO","dorsomedian_apodeme_of_the_aedeagus","dorsomedian_apodeme_of_the_aedeagus"
"5108","obo.HAO_0002040","dorsomedian conjunctiva of the gonostyle/volsella complex","class","The conjunctiva that is linear and extends medially on the dorsal region of the gonostyle/volsella complex.","HAO","dorsomedian_conjunctiva_of_the_gonostyle/volsella_complex","dorsomedian_conjunctiva_of_the_gonostyle/volsella_complex"
"5109","obo.HAO_0002046","medioventral conjunctiva of the gonostyle/volsella complex","class","The conjunctiva that is linear and extends medially on the ventral region of the gonostyle/volsella complex.","HAO","medioventral_conjunctiva_of_the_gonostyle/volsella_complex","medioventral_conjunctiva_of_the_gonostyle/volsella_complex"
"5110","obo.HAO_0002047","proximal lobe of vas deferens","class","The lobe that is connected to the vas deferens.","HAO","proximal_lobe_of_vas_deferens","proximal_lobe_of_vas_deferens"
"5111","obo.HAO_0002048","proximodorsal notch of cupula","class","The notch that is medially on the proximodorsal margin of the cupula and is delimited laterally by the site of origins of the dorsomedial cupulo-gonostipal muscles.","HAO","proximodorsal_notch_of_cupula","proximodorsal_notch_of_cupula"
"5112","obo.HAO_0002049","proximodorsal notch of harpe","class","The notch that is located proximodorsally on the harpe that accommodates the gonossiculus if it is pivoted proximodorsally.","HAO","proximodorsal_notch_of_harpe","proximodorsal_notch_of_harpe"
"5113","obo.HAO_0002050","proximomedian apodeme of the harpe","class","The apodeme that is on the proximomedian margin of the harpe that is the site of insertion of the proximal and distal gonostyle/volsella complex-harpal muscles.","HAO","proximomedian_apodeme_of_the_harpe","proximomedian_apodeme_of_the_harpe"
"5114","obo.HAO_0002051","penisvalval muscle","class","The male genitalia muscle that inserts on the penisvalva.","HAO","penisvalval_muscle","penisvalval_muscle"
"5115","obo.HAO_0002053","S9","class","The sternite that is connected posteriorly to the cupula via muscles.","HAO","S9","S9"
"5116","obo.HAO_0002054","semen","class","The portion of tissue that is produced by the gland cells of the internal male genitalia.","HAO","semen","semen"
"5117","obo.HAO_0002055","submedial notch on distoventral margin of gonostyle/volsella complex","class","The notch that is on the distoventral margin of the gonostyle/volsella complex laterally of the gonostyle/volsella complex-gonossiculus articulation.","HAO","submedial_notch_on_distoventral_margin_of_gonostyle/volsella_complex","submedial_notch_on_distoventral_margin_of_gonostyle/volsella_complex"
"5118","obo.HAO_0002056","submedian conjunctiva on the distoventral margin of gonostyle/volsella complex","class","The conjunctiva that is elongate, is on the distoventral margin of the gonostyle/volsella complex and delimits laterally the site of origin of the gonostyle/volsella complex-gonossiculus muscle.","HAO","submedian_conjunctiva_on_the_distoventral_margin_of_gonostyle/volsella_complex","submedian_conjunctiva_on_the_distoventral_margin_of_gonostyle/volsella_complex"
"5119","obo.HAO_0002057","T10","class","The tergite that is connected posteriorly to T9 via conjunctiva and muscles.","HAO","T10","T10"
"5120","obo.HAO_0002058","T8","class","The tergite that is connected posteriorly to T9 via muscles.","HAO","T8","T8"
"5121","obo.HAO_0002059","T9","class","The tergite that is connected to S9 via muscles .","HAO","T9","T9"
"5122","obo.HAO_0002060","T9-T10 muscle","class","The abdominal muscle that connects T9 with T10.","HAO","T9-T10_muscle","T9-T10_muscle"
"5123","obo.HAO_0002061","ventral rod of aedeagus","class","The apodeme that arises distoventrally from the aedeagus and is continuous with the ventromedian conjunctiva of the gonostyle/volsella complex.","HAO","ventral_rod_of_aedeagus","ventral_rod_of_aedeagus"
"5124","obo.HAO_0002062","dorsalmost digital spine","class","The apodeme that corresponds to the site of insertion of the gonostyle/volsella complex-volsellal muscles.","HAO","dorsalmost_digital_spine","dorsalmost_digital_spine"
"5125","obo.HAO_0002063","gonostyle/volsella complex-gonossiculus articulation","class","The articulation that is composed of the parossiculal articular surface of the gonossiculus and the gonossiculal articular surface of the parossiculus.","HAO","gonostyle/volsella_complex-gonossiculus_articulation","gonostyle/volsella_complex-gonossiculus_articulation"
"5126","obo.HAO_0002064","ventromedian apodeme of the aedeagus","class","The apodeme that arises distoventrally from the aedeagus and is not continuous with the ventromedian conjunctiva of the gonostyle/volsella complex.","HAO","ventromedian_apodeme_of_the_aedeagus","ventromedian_apodeme_of_the_aedeagus"
"5127","obo.HAO_0002065","sternite","class","The sternite that is located on the abdominal sternum.","HAO","sternite","sternite"
"5128","obo.HAO_0002066","fore wing vein","class","The wing vein that is on the fore wing.","HAO","fore_wing_vein","fore_wing_vein"
"5129","obo.HAO_0002067","flagellomere 14","class","The flagellomere that is located immediately distal to flagellomere 13.","HAO","flagellomere_14","flagellomere_14"
"5130","obo.HAO_0002068","inner spur","class","The mesotibial spur that is located anteriorly on the distal margin of the mesotibia.","HAO","inner_spur","inner_spur"
"5131","obo.HAO_0002069","mesotibial outer spur","class","The mesotibial spur that is located posteriorly on the distal margin of the mesotibia.","HAO","mesotibial_outer_spur","mesotibial_outer_spur"
"5132","obo.HAO_0002070","metatarsomere","class","The tarsomere that is located in the metatarsus.","HAO","metatarsomere","metatarsomere"
"5133","obo.HAO_0002071","anterior plate of pronotum","class","The area that is medial to the lateral pronotal carina and posterior to the anterior rim of pronotum.","HAO","anterior_plate_of_pronotum","anterior_plate_of_pronotum"
"5134","obo.HAO_0002072","anterior conjunctival thickening","class","The sclerite that is elongate and extends from the lateral margin of the prementum and the base of the lacinia towards the anteromedial margin of the mandible and the and the proximal margin of the labrum.","HAO","anterior_conjunctival_thickening","anterior_conjunctival_thickening"
"5135","obo.HAO_0002073","maxillary process of the hypostoma","class","The articular process that bears the cardinal condyle of the cranium.","HAO","maxillary_process_of_the_hypostoma","maxillary_process_of_the_hypostoma"
"5136","obo.HAO_0002074","cardinal articular condyle of the cranium","class","The condyle that is located on the cranium and articulates with the cranial fossa of the cardo.","HAO","cardinal_articular_condyle_of_the_cranium","cardinal_articular_condyle_of_the_cranium"
"5137","obo.HAO_0002075","cardinal lever","class","The process that receives the site of attachment of the cranio-cardinal muscle.","HAO","cardinal_lever","cardinal_lever"
"5138","obo.HAO_0002076","cardino-stipital hinge","class","The conjunctiva that is between the stipes and cardo.","HAO","cardino-stipital_hinge","cardino-stipital_hinge"
"5139","obo.HAO_0002077","outer cardinal process","class","The articular process that is located distolaterally on the cardo and articulates with the stipes.","HAO","outer_cardinal_process","outer_cardinal_process"
"5140","obo.HAO_0002078","inner cardinal process","class","The articular process that is located distomedially on the cardo and articulates with the stipes.","HAO","inner_cardinal_process","inner_cardinal_process"
"5141","obo.HAO_0002079","fragmental articulation","class","The articulation that is composed of the cardinal condyle of the lorum and the loral fossal of the cardo.","HAO","fragmental_articulation","fragmental_articulation"
"5142","obo.HAO_0002080","loral fossa of cardo","class","The fossa that is on the cardo and articulates with the cardinal condyle of the lorum.","HAO","loral_fossa_of_cardo","loral_fossa_of_cardo"
"5143","obo.HAO_0002081","cardinal condyle of lorum","class","The condyle that is located on the lorum and articulates with the loral fossa of the cardo.","HAO","cardinal_condyle_of_lorum","cardinal_condyle_of_lorum"
"5144","obo.HAO_0002105","cardinal fragmentum","class","The sclerite that is elongate, paired, is lateral to the cardo and is articulated with the cardo and with the stipes.","HAO","cardinal_fragmentum","cardinal_fragmentum"
"5145","obo.HAO_0002082","cardinal ridge","class","The carina that is on the cardo.","HAO","cardinal_ridge","cardinal_ridge"
"5146","obo.HAO_0002083","basal cardinal ridge","class","The cardinal ridge that is median.","HAO","basal_cardinal_ridge","basal_cardinal_ridge"
"5147","obo.HAO_0002084","laterodistal cardinal ridge","class","The cardinal ridge that arises distally from the basal cardinal ridge and is oriented distolaterally.","HAO","laterodistal_cardinal_ridge","laterodistal_cardinal_ridge"
"5148","obo.HAO_0002085","mediodistal cardinal ridge","class","The cardinal ridge that arises distally from the basal cardinal ridge and is oriented distomedially.","HAO","mediodistal_cardinal_ridge","mediodistal_cardinal_ridge"
"5149","obo.HAO_0002086","distal cardinal cavity","class","The area that is limited posterolaterally by the mediodistal and laterodistal cardinal ridges.","HAO","distal_cardinal_cavity","distal_cardinal_cavity"
"5150","obo.HAO_0002087","median cardinal cavity","class","The area that is limited laterally by the mediodistal and basal cardinal ridges.","HAO","median_cardinal_cavity","median_cardinal_cavity"
"5151","obo.HAO_0002088","lateral cardinal cavity","class","The area that is limited medially by the laterodistal and basal cardinal ridges.","HAO","lateral_cardinal_cavity","lateral_cardinal_cavity"
"5152","obo.HAO_0002089","cardinal macula","class","The anatomical space that is located on the distal cardinal cavity.","HAO","cardinal_macula","cardinal_macula"
"5153","obo.HAO_0002090","basistipital process","class","The articular porcess that bears the cardinal condyle of the stipes and receives the site of attachment of the tentorio-cardinal muscle.","HAO","basistipital_process","basistipital_process"
"5154","obo.HAO_0002091","stipital fossa of the cardo","class","The fossa that articulates with the basistipital process.","HAO","stipital_fossa_of_the_cardo","stipital_fossa_of_the_cardo"
"5155","obo.HAO_0002092","medial stipital wall","class","The area that lays parallell with the lateral wall of the prementum.","HAO","medial_stipital_wall","medial_stipital_wall"
"5156","obo.HAO_0002093","basal lacinial sclerite","class","The sclerite that is on the medial stipital wall, connected to the lacinial lobe and receives the site of insertion of the stipito-lacinial muscle.","HAO","basal_lacinial_sclerite","basal_lacinial_sclerite"
"5157","obo.HAO_0002094","stipital thickening","class","The rim that extends along the anterior (dorsal) margin of the medial stipital wall.","HAO","stipital_thickening","stipital_thickening"
"5158","obo.HAO_0002095","medial dististipital process","class","The rim that is continuous proximally with the stipital thickening, is located distal to the cardino-stipital hinge and articulates distally with tha basal lacinial sclerite.","HAO","medial_dististipital_process","medial_dististipital_process"
"5159","obo.HAO_0002096","stipital sclerite","class","The sclerite that is on the medial stipital wall and bears the medial stipital process.","HAO","stipital_sclerite","stipital_sclerite"
"5160","obo.HAO_0002097","posterior stipital wall","class","The area that is limited medially by the medial stipital wall and proximolaterally by the margin of the posterior stipital sclerite.","HAO","posterior_stipital_wall","posterior_stipital_wall"
"5161","obo.HAO_0002098","posterior stipital sclerite","class","The sclerite that is located on the posterior stipital wall, articulates with the cardo and with the labial palp, is connected by conjunctiva distolaterally to the galeo-lacinial complex, proximally to the hypostoma and the cardo and proximolaterally to the mandible.","HAO","posterior_stipital_sclerite","posterior_stipital_sclerite"
"5162","obo.HAO_0002099","principal carina of stipes","class","The flange that extends along the margin of the posterior stipital wall.","HAO","principal_carina_of_stipes","principal_carina_of_stipes"
"5163","obo.HAO_0002100","maxillary palpal socket","class","The margin of the posterior stipital sclerite that is concave and accommodates the base of the maxillary palp.","HAO","maxillary_palpal_socket","maxillary_palpal_socket"
"5164","obo.HAO_0002101","cardinal condyle of the stipes","class","The condyle that articulates with the stipital fossa of the cardo.","HAO","cardinal_condyle_of_the_stipes","cardinal_condyle_of_the_stipes"
"5165","obo.HAO_0002102","ventral dististipital process","class","The projection that is located distally on the posterior stipital sclerite and encircles the base of the maxillary palp.","HAO","ventral_dististipital_process","ventral_dististipital_process"
"5166","obo.HAO_0002103","anterior tentorio-stipital muscle","class","The tentorio-stipital muscle that is anterior to the posterior tentorio-stipital muscle.","HAO","anterior_tentorio-stipital_muscle","anterior_tentorio-stipital_muscle"
"5167","obo.HAO_0002104","posterior tentorio-stipital muscle","class","The tentorio-stipital muscle that is posterior to the anterior tentorio-stipital muscle.","HAO","posterior_tentorio-stipital_muscle","posterior_tentorio-stipital_muscle"
"5168","obo.HAO_0002106","medial stipital groove","class","The depression that extends medially and adjacent to the medial portion of the principal carina of stipes.","HAO","medial_stipital_groove","medial_stipital_groove"
"5169","obo.HAO_0002107","ocellar diameter","class","The diameter of the ocellus.","HAO","ocellar_diameter","ocellar_diameter"
"5170","obo.HAO_0002108","palpal formula","class","The ratio of the number of the maxillary sclerites and labial sclerites.","HAO","palpal_formula","palpal_formula"
"5171","obo.HAO_0002109","first sclerite of the maxillary palp","class","The sclerite that is ringlike and is connected distolaterally to the posterior stipital sclerite via conjunctiva and muscle.","HAO","first_sclerite_of_the_maxillary_palp","first_sclerite_of_the_maxillary_palp"
"5172","obo.HAO_0002110","stipito-palpal muscle","class","The maxillary muscle that arises from the posterior stipital sclerite and inserts on the first sclerite of the maxillary palp.","HAO","stipito-palpal_muscle","stipito-palpal_muscle"
"5173","obo.HAO_0002111","second sclerite of the maxillary palp","class","The sclerite that is ringlike and is connected distally to the first sclerite of the maxillary palp via conjunctiva and muscle.","HAO","second_sclerite_of_the_maxillary_palp","second_sclerite_of_the_maxillary_palp"
"5174","obo.HAO_0002112","third sclerite of the maxillary palp","class","The sclerite that is ringlike and is connected distally to the second sclerite of the maxillary palp via conjunctiva.","HAO","third_sclerite_of_the_maxillary_palp","third_sclerite_of_the_maxillary_palp"
"5175","obo.HAO_0002113","fourth sclerite of the maxillary palp","class","The sclerite that is ringlike and is connected distally to the third sclerite of the maxillary palp via conjunctiva.","HAO","fourth_sclerite_of_the_maxillary_palp","fourth_sclerite_of_the_maxillary_palp"
"5176","obo.HAO_0002114","first intrinsic muscle of the maxillary palp","class","The muscle that arises from the first sclerite of the maxillary palp and inserts on the second sclerite of the maxillary palp.","HAO","first_intrinsic_muscle_of_the_maxillary_palp","first_intrinsic_muscle_of_the_maxillary_palp"
"5177","obo.HAO_0002115","second intrinsic muscle of the maxillary palp","class","The muscle that arises from the first sclerite of the maxillary palp and inserts on the third sclerite of the maxillary palp.","HAO","second_intrinsic_muscle_of_the_maxillary_palp","second_intrinsic_muscle_of_the_maxillary_palp"
"5178","obo.HAO_0002116","third intrinsic muscle of the maxillary palp","class","The muscle that arises from the second sclerite of the maxillary palp and inserts on the third sclerite of the maxillary palp.","HAO","third_intrinsic_muscle_of_the_maxillary_palp","third_intrinsic_muscle_of_the_maxillary_palp"
"5179","obo.HAO_0002117","lacinial bar","class","The sclerite that is located on the lateral wall of the lacinial lobe.","HAO","lacinial_bar","lacinial_bar"
"5180","obo.HAO_0002118","occipital margin","class","The margin of the cranium that is dorsal in frontal view.","HAO","occipital_margin","occipital_margin"
"5181","obo.HAO_0002119","acantha","class","The process that corresponds to a single epidermal cell.","HAO","acantha","acantha"
"5182","obo.HAO_0002120","outer lobe of the lacinia","class","The lacinial lobe that is lateral to the inner lobe of the lacinia.","HAO","outer_lobe_of_the_lacinia","outer_lobe_of_the_lacinia"
"5183","obo.HAO_0002121","inner lobe of the lacinia","class","The lacinial lobe that is medial to the outer lobe of the lacinia.","HAO","inner_lobe_of_the_lacinia","inner_lobe_of_the_lacinia"
"5184","obo.HAO_0002122","anterior lacinial fimbriae","class","The row of setae that traverses the lacinia along its anterior margin.","HAO","anterior_lacinial_fimbriae","anterior_lacinial_fimbriae"
"5185","obo.HAO_0002123","posterior lacinial fimbriae","class","The row of setae that traverses the lacinia along its posterior margin.","HAO","posterior_lacinial_fimbriae","posterior_lacinial_fimbriae"
"5186","obo.HAO_0002124","lacinial comb","class","The row of setae on the lacinial lobe that is marginal.","HAO","lacinial_comb","lacinial_comb"
"5187","obo.HAO_0002125","stipito-premental conjunctiva","class","The conjunctiva that extends along the posterior (dorsal) margin of the premental arm and the proximal margin of the medial stipital wall.","HAO","stipito-premental_conjunctiva","stipito-premental_conjunctiva"
"5188","obo.HAO_0002126","galeo-lacinial complex","class","The area of the stipes that is delimited proximomedially by the stipito-premental conjunctiva, proximolaterally by the stipito-mandibular conjunctiva and posteroproximally by the margin of the posterior stipital sclerite.","HAO","galeo-lacinial_complex","galeo-lacinial_complex"
"5189","obo.HAO_0002127","distolateral galeal sclerite","class","The sclerite that is located on the lateral wall of the galeo-lacinial complex distaly of the lateral galeal crease and bears the distolateral galeal setiferous patch.","HAO","distolateral_galeal_sclerite","distolateral_galeal_sclerite"
"5190","obo.HAO_0002128","distolateral galeal setiferous patch","class","The setiferous patch that is located distolaterally on the galeo-lacinial complex.","HAO","distolateral_galeal_setiferous_patch","distolateral_galeal_setiferous_patch"
"5191","obo.HAO_0002129","proximolateral galeal setiferous patch","class","The setiferous patch that is located on the lateral wall of the galeo-lacinial complex proximally of the distolateral setiferous patch.","HAO","proximolateral_galeal_setiferous_patch","proximolateral_galeal_setiferous_patch"
"5192","obo.HAO_0002130","proximolateral galeal sclerite","class","The sclerite that is located on the lateral wall of the galeo-lacinial complex and bears the proximolateral galeal setiferous patch.","HAO","proximolateral_galeal_sclerite","proximolateral_galeal_sclerite"
"5193","obo.HAO_0002131","lateral galeal crease","class","The conjunctiva that is between the distolateral and proximolateral galeal sclerites.","HAO","lateral_galeal_crease","lateral_galeal_crease"
"5194","obo.HAO_0002132","galeal crown","class","The galeal fringe that extends along the distal margin of the distal galeal plate.","HAO","galeal_crown","galeal_crown"
"5195","obo.HAO_0002133","galeal fringe","class","The row of setae that extends along the margin of the galeo-lacinial complex, distal to the lacinial lobe.","HAO","galeal_fringe","galeal_fringe"
"5196","obo.HAO_0002134","galeal comb","class","The galeal fringe that is on the lateral margin of the apicolateral galeal plate.","HAO","galeal_comb","galeal_comb"
"5197","obo.HAO_0002135","proximal galeal brush","class","The row of setae that is on the distal margin of the proximolateral galeal sclerite.","HAO","proximal_galeal_brush","proximal_galeal_brush"
"5198","obo.HAO_0002136","galeal lamina","class","The lobe that is located medially on the internal wall of the galeo-lacinial complex and margined by the galeal comb.","HAO","galeal_lamina","galeal_lamina"
"5199","obo.HAO_0002137","galeal midrib","class","The carina that extends medially along the medial wall of the galeo-lacinial complex and that is longitudinal.","HAO","galeal_midrib","galeal_midrib"
"5200","obo.HAO_0002138","spiculate patch of lacinia","class","The area on the lacinial lobe that is covered with acanthae.","HAO","spiculate_patch_of_lacinia","spiculate_patch_of_lacinia"
"5201","obo.HAO_0002139","spiculate patch of the galea","class","The area on the galeo-lacinial complex distal to the lacinial lobe that is covered with acanthae.","HAO","spiculate_patch_of_the_galea","spiculate_patch_of_the_galea"
"5202","obo.HAO_0002140","velum","class","The flange that is transparent, and extends along the anterodistal margin of the galeo-lacinial complex distal to the lacinial lobe.","HAO","velum","velum"
"5203","obo.HAO_0002141","coeloconic sensillum of the galea","class","The coeloconic sensillum that is located on the medial surface of the galeo-lacinial complex distal to the base of the lacinial lobe.","HAO","coeloconic_sensillum_of_the_galea","coeloconic_sensillum_of_the_galea"
"5204","obo.HAO_0002142","apicomedial galeal plate","class","The sclerite that is located on the medial surface of the galeo-lacinial complex and bears the coeloconic sensillum of galea.","HAO","apicomedial_galeal_plate","apicomedial_galeal_plate"
"5205","obo.HAO_0002143","basal galeal sclerite","class","The sclerite that receives the site of insertion of the stipito-galeal muscle.","HAO","basal_galeal_sclerite","basal_galeal_sclerite"
"5206","obo.HAO_0002144","postmental area","class","The area that is limited distally by the posterior margin of the prementum and laterally by the median margins of the cardines and the stipites.","HAO","postmental_area","postmental_area"
"5207","obo.HAO_0002145","intercardinal area","class","The area that is located between the cardines and limited proximally and distally by the anatomical line that extends between the proximal and distal ends of the left and right cardines.","HAO","intercardinal_area","intercardinal_area"
"5208","obo.HAO_0002146","interstipital area","class","The area of the postmental area that is limited laterally by the median margins of the stipites, proximally by the anterior margin of the intercardinal area and distally by the proximal margin of the prementum.","HAO","interstipital_area","interstipital_area"
"5209","obo.HAO_0002147","postmental articular zone","class","The region that corresponds to the distal margin of the intercardinal area.","HAO","postmental_articular_zone","postmental_articular_zone"
"5210","obo.HAO_0002148","intercardinal sclerite","class","The sclerite on the intercardinal area that is not paired.","HAO","intercardinal_sclerite","intercardinal_sclerite"
"5211","obo.HAO_0002149","postarticular portion of the postmentum","class","The intercardinal sclerite that is connected distally to the prearticular portion of the postmentum.","HAO","postarticular_portion_of_the_postmentum","postarticular_portion_of_the_postmentum"
"5212","obo.HAO_0002150","prearticular portion of the postmentum","class","The interstipital sclerite that is connected proximally to the postarticular portion of the postmentum.","HAO","prearticular_portion_of_the_postmentum","prearticular_portion_of_the_postmentum"
"5213","obo.HAO_0002223","interstipital sclerite","class","The sclerite that is located on the interstipital area and is connected to the prementum via conjunctiva.","HAO","interstipital_sclerite","interstipital_sclerite"
"5214","obo.HAO_0002151","basal process of the prementum","class","The articular process that bears the postmental articular surface of the prementum.","HAO","basal_process_of_the_prementum","basal_process_of_the_prementum"
"5215","obo.HAO_0002152","lateral premental face","class","The area of the prementum, that lays parallel and connected via conjunctiva to the medial stipital vall.","HAO","lateral_premental_face","lateral_premental_face"
"5216","obo.HAO_0002153","labial palpal excision","class","The notch that is located distolaterally on the prementum and receives the base of the labial palp.","HAO","labial_palpal_excision","labial_palpal_excision"
"5217","obo.HAO_0002154","subligular process","class","The area of the prementum that is located between the labial palpal excisions and is limited posteriorly by the anatomical line extending between the proximalmost points of the excisions.","HAO","subligular_process","subligular_process"
"5218","obo.HAO_0002155","premental arm","class","The area of the lateral premental face that receives the site of origin of the dorsal premento-salivarial muscle.","HAO","premental_arm","premental_arm"
"5219","obo.HAO_0002156","ventral premental face","class","The area of the prementum that is delimited laterally by the lateral premental face.","HAO","ventral_premental_face","ventral_premental_face"
"5220","obo.HAO_0002157","premental carina","class","The flange that is adjacent to the border between the ventral and lateral premental faces and that overlaps externally the median part of the posterior stipital sclerite.","HAO","premental_carina","premental_carina"
"5221","obo.HAO_0002159","posterior margin of the first valvifer","class","The margin of the first valvifer that is posterior and extends between the intervalvifer articulation and the anterior angle of the first valvifer.","HAO","posterior_margin_of_the_first_valvifer","posterior_margin_of_the_first_valvifer"
"5222","obo.HAO_0002160","ninth tergal condyle of the first valvifer","class","The condyle that is located on the first valvifer and articulates with the first valviferal fossa of T9.","HAO","ninth_tergal_condyle_of_the_first_valvifer","ninth_tergal_condyle_of_the_first_valvifer"
"5223","obo.HAO_0002161","first valviferal fossa of the ninth tergite","class","The fossa of the ninth abdominal tergite that is adjacent to the condyle of the ninth tergal condyle of the first valvifer.","HAO","first_valviferal_fossa_of_the_ninth_tergite","first_valviferal_fossa_of_the_ninth_tergite"
"5224","obo.HAO_0002162","transvalviferal conjunctiva","class","The conjunctiva that traverses the first valvifer and separates the dorsal and ventral sclerites of the first valvifer.","HAO","transvalviferal_conjunctiva","transvalviferal_conjunctiva"
"5225","obo.HAO_0002163","dorsal sclerite of the first valvifer","class","The sclerite of the first valvifer that is located dorsally of the transvalviferal conjunctiva.","HAO","dorsal_sclerite_of_the_first_valvifer","dorsal_sclerite_of_the_first_valvifer"
"5226","obo.HAO_0002164","ventral sclerite of the first valvifer","class","The sclerite of the first valvifer that is ventral to the transvalviferal conjunctiva.","HAO","ventral_sclerite_of_the_first_valvifer","ventral_sclerite_of_the_first_valvifer"
"5227","obo.HAO_0002165","intravalvifer articulation","class","The articulation between the dorsal sclerite of the first valvifer and the ventral sclerite of the first valvifer.","HAO","intravalvifer_articulation","intravalvifer_articulation"
"5228","obo.HAO_0002166","anterior flange of the first valvifer","class","The flange that extends anteriorly on the first valvifer and overlaps with the posterior margin of the anterior area of the second valvifer.","HAO","anterior_flange_of_the_first_valvifer","anterior_flange_of_the_first_valvifer"
